Pincode,City,State,STD Code
110001,CENTRAL,DELHI,011
110001,NEW DELHI,DELHI,011
110002,CENTRAL,DELHI,011
110003,NEW DELHI,DELHI,011
110003,SOUTH,DELHI,011
110003,South East,DELHI,011
110004,NEW DELHI,DELHI,011
110005,CENTRAL,DELHI,011
110006,CENTRAL,DELHI,011
110006,NORTH,DELHI,011
110007,CENTRAL,DELHI,011
110007,NORTH,DELHI,011
110007,NORTH WEST,DELHI,011
110008,WEST,DELHI,011
110009,NORTH,DELHI,011
110009,NORTH WEST,DELHI,011
110010,NEW DELHI,DELHI,011
110011,NEW DELHI,DELHI,011
110012,WEST,DELHI,011
110013,SOUTH,DELHI,011
110013,South East,DELHI,011
110014,SOUTH,DELHI,011
110014,South East,DELHI,011
110015,WEST,DELHI,011
110016,SOUTH,DELHI,011
110017,SOUTH,DELHI,011
110018,WEST,DELHI,011
110019,South East,DELHI,011
110020,SOUTH,DELHI,011
110020,South East,DELHI,011
110021,NEW DELHI,DELHI,011
110022,NEW DELHI,DELHI,011
110023,NEW DELHI,DELHI,011
110024,SOUTH,DELHI,011
110024,South East,DELHI,011
110025,SOUTH,DELHI,011
110025,SOUTH,DELHI,011
110025,South East,DELHI,011
110026,WEST,DELHI,011
110027,WEST,DELHI,011
110028,NEW DELHI,DELHI,011
110029,SOUTH,DELHI,011
110030,SOUTH,DELHI,011
110031,EAST,DELHI,011
110031,SHAHDARA,DELHI,011
110032,SHAHDARA,DELHI,011
110033,NORTH,DELHI,011
110034,NORTH WEST,DELHI,011
110035,NORTH WEST,DELHI,011
110036,NORTH,DELHI,011
110037,NEW DELHI,DELHI,011
110038,NEW DELHI,DELHI,011
110039,NORTH,DELHI,011
110039,NORTH WEST,DELHI,011
110040,NORTH,DELHI,011
110040,NORTH WEST,DELHI,011
110041,WEST,DELHI,011
110042,NORTH,DELHI,011
110042,NORTH WEST,DELHI,011
110043,SOUTH WEST,DELHI,011
110043,WEST,DELHI,011
110044,SOUTH,DELHI,011
110044,South East,DELHI,011
110045,SOUTH WEST,DELHI,011
110046,NEW DELHI,DELHI,011
110047,SOUTH,DELHI,011
110048,SOUTH,DELHI,011
110048,South East,DELHI,011
110049,SOUTH,DELHI,011
110049,South East,DELHI,011
110051,EAST,DELHI,011
110051,SHAHDARA,DELHI,011
110052,NORTH,DELHI,011
110052,NORTH WEST,DELHI,011
110053,NORTH EAST,DELHI,011
110054,CENTRAL,DELHI,011
110055,CENTRAL,DELHI,011
110055,WEST,DELHI,011
110056,NORTH WEST,DELHI,011
110057,NEW DELHI,DELHI,011
110058,WEST,DELHI,011
110059,WEST,DELHI,011
110060,CENTRAL,DELHI,011
110061,NEW DELHI,DELHI,011
110061,SOUTH WEST,DELHI,011
110062,SOUTH,DELHI,011
110063,WEST,DELHI,011
110064,WEST,DELHI,011
110065,SOUTH,DELHI,011
110065,South East,DELHI,011
110066,NEW DELHI,DELHI,011
110067,NEW DELHI,DELHI,011
110068,SOUTH,DELHI,011
110069,NEW DELHI,DELHI,011
110070,NEW DELHI,DELHI,011
110071,SOUTH WEST,DELHI,011
110072,SOUTH WEST,DELHI,011
110073,SOUTH WEST,DELHI,011
110074,SOUTH,DELHI,011
110075,SOUTH WEST,DELHI,011
110076,SOUTH,DELHI,011
110077,NEW DELHI,DELHI,011
110077,SOUTH WEST,DELHI,011
110078,SOUTH WEST,DELHI,011
110080,SOUTH,DELHI,011
110081,NORTH WEST,DELHI,011
110082,NORTH,DELHI,011
110083,NORTH WEST,DELHI,011
110084,CENTRAL,DELHI,011
110084,NORTH,DELHI,011
110085,NORTH WEST,DELHI,011
110086,NORTH WEST,DELHI,011
110087,WEST,DELHI,011
110088,NORTH,DELHI,011
110089,NORTH WEST,DELHI,011
110090,NORTH EAST,DELHI,011
110091,EAST,DELHI,011
110092,EAST,DELHI,011
110092,SHAHDARA,DELHI,011
110093,NORTH EAST,DELHI,011
110094,NORTH EAST,DELHI,011
110095,SHAHDARA,DELHI,011
110096,EAST,DELHI,011
110097,SOUTH WEST,DELHI,011
110099,NORTH WEST,DELHI,011
110110,NORTH WEST,DELHI,011
121001,FARIDABAD,HARYANA,0129
121002,FARIDABAD,HARYANA,0129
121003,FARIDABAD,HARYANA,0129
121004,FARIDABAD,HARYANA,0129
121004,PALWAL,HARYANA,01275
121005,FARIDABAD,HARYANA,0129
121006,FARIDABAD,HARYANA,0129
121007,FARIDABAD,HARYANA,0129
121008,FARIDABAD,HARYANA,0129
121009,FARIDABAD,HARYANA,0129
121010,FARIDABAD,HARYANA,0129
121012,FARIDABAD,HARYANA,0129
121013,FARIDABAD,HARYANA,0129
121014,FARIDABAD,HARYANA,0129
121015,FARIDABAD,HARYANA,0129
121101,FARIDABAD,HARYANA,0129
121102,PALWAL,HARYANA,01275
121103,PALWAL,HARYANA,01275
121105,PALWAL,HARYANA,01275
121106,PALWAL,HARYANA,01275
121107,PALWAL,HARYANA,01275
122001,GURUGRAM,HARYANA,0124
122002,GURUGRAM,HARYANA,0124
122003,GURUGRAM,HARYANA,0124
122004,GURUGRAM,HARYANA,0124
122005,GURUGRAM,HARYANA,0124
122006,GURUGRAM,HARYANA,0124
122007,GURUGRAM,HARYANA,0124
122008,GURUGRAM,HARYANA,0124
122009,GURUGRAM,HARYANA,0124
122010,GURUGRAM,HARYANA,0124
122011,GURUGRAM,HARYANA,0124
122012,GURUGRAM,HARYANA,0124
122015,GURUGRAM,HARYANA,0124
122016,GURUGRAM,HARYANA,0124
122017,GURUGRAM,HARYANA,0124
122018,GURUGRAM,HARYANA,0124
122051,GURUGRAM,HARYANA,0124
122052,GURUGRAM,HARYANA,0124
122098,GURUGRAM,HARYANA,0124
122101,GURUGRAM,HARYANA,0124
122102,GURUGRAM,HARYANA,0124
122103,GURUGRAM,HARYANA,0124
122103,NUH,HARYANA,01267
122104,NUH,HARYANA,01267
122105,NUH,HARYANA,01267
122107,NUH,HARYANA,01267
122108,NUH,HARYANA,01267
122413,GURUGRAM,HARYANA,0124
122414,GURUGRAM,HARYANA,0124
122502,GURUGRAM,HARYANA,0124
122502,REWARI,HARYANA,01274
122503,GURUGRAM,HARYANA,0124
122504,GURUGRAM,HARYANA,0124
122505,GURUGRAM,HARYANA,0124
122506,GURUGRAM,HARYANA,0124
122508,NUH,HARYANA,01267
123001,MAHENDRAGARH,HARYANA,01285
123021,MAHENDRAGARH,HARYANA,01285
123023,MAHENDRAGARH,HARYANA,01285
123024,MAHENDRAGARH,HARYANA,01285
123027,MAHENDRAGARH,HARYANA,01285
123028,MAHENDRAGARH,HARYANA,01285
123029,MAHENDRAGARH,HARYANA,01285
123031,MAHENDRAGARH,HARYANA,01285
123034,MAHENDRAGARH,HARYANA,01285
123035,REWARI,HARYANA,01274
123101,REWARI,HARYANA,01274
123102,REWARI,HARYANA,01274
123103,REWARI,HARYANA,01274
123106,REWARI,HARYANA,01274
123110,REWARI,HARYANA,01274
123301,REWARI,HARYANA,01274
123302,REWARI,HARYANA,01274
123303,REWARI,HARYANA,01274
123401,REWARI,HARYANA,01274
123411,REWARI,HARYANA,01274
123412,REWARI,HARYANA,01274
123501,REWARI,HARYANA,01274
124001,ROHTAK,HARYANA,01262
124010,ROHTAK,HARYANA,01262
124021,JHAJJAR,HARYANA,01251
124021,ROHTAK,HARYANA,01262
124022,ROHTAK,HARYANA,01262
124102,JHAJJAR,HARYANA,01251
124103,JHAJJAR,HARYANA,01251
124104,JHAJJAR,HARYANA,01251
124105,JHAJJAR,HARYANA,01251
124106,JHAJJAR,HARYANA,01251
124107,JHAJJAR,HARYANA,01251
124108,JHAJJAR,HARYANA,01251
124109,JHAJJAR,HARYANA,01251
124111,ROHTAK,HARYANA,01262
124112,ROHTAK,HARYANA,01262
124113,ROHTAK,HARYANA,01262
124141,JHAJJAR,HARYANA,01251
124142,JHAJJAR,HARYANA,01251
124146,JHAJJAR,HARYANA,01251
124201,JHAJJAR,HARYANA,01251
124201,ROHTAK,HARYANA,01262
124202,JHAJJAR,HARYANA,01251
124202,ROHTAK,HARYANA,01262
124303,ROHTAK,HARYANA,01262
124401,ROHTAK,HARYANA,01262
124404,JHAJJAR,HARYANA,01251
124404,ROHTAK,HARYANA,01262
124406,ROHTAK,HARYANA,01262
124411,ROHTAK,HARYANA,01262
124412,JHAJJAR,HARYANA,01251
124412,ROHTAK,HARYANA,01262
124501,JHAJJAR,HARYANA,01251
124501,ROHTAK,HARYANA,01262
124504,JHAJJAR,HARYANA,01251
124505,JHAJJAR,HARYANA,01251
124506,JHAJJAR,HARYANA,01251
124507,JHAJJAR,HARYANA,01251
124508,JHAJJAR,HARYANA,01251
124513,ROHTAK,HARYANA,01262
124514,ROHTAK,HARYANA,01262
125001,HISAR,HARYANA,01662
125004,HISAR,HARYANA,01662
125005,HISAR,HARYANA,01662
125006,HISAR,HARYANA,01662
125007,HISAR,HARYANA,01662
125011,HISAR,HARYANA,01662
125033,HISAR,HARYANA,01662
125037,HISAR,HARYANA,01662
125038,HISAR,HARYANA,01662
125039,HISAR,HARYANA,01662
125042,HISAR,HARYANA,01662
125044,HISAR,HARYANA,01662
125047,FATEHABAD,HARYANA,01667
125047,HISAR,HARYANA,01662
125048,FATEHABAD,HARYANA,01667
125049,HISAR,HARYANA,01662
125050,FATEHABAD,HARYANA,01667
125050,HISAR,HARYANA,01662
125051,FATEHABAD,HARYANA,01667
125052,HISAR,HARYANA,01662
125053,FATEHABAD,HARYANA,01667
125054,SIRSA,HARYANA,05334
125055,SIRSA,HARYANA,05334
125056,SIRSA,HARYANA,05334
125058,SIRSA,HARYANA,05334
125060,SIRSA,HARYANA,05334
125075,SIRSA,HARYANA,05334
125076,SIRSA,HARYANA,05334
125077,SIRSA,HARYANA,05334
125078,SIRSA,HARYANA,05334
125101,SIRSA,HARYANA,05334
125102,SIRSA,HARYANA,05334
125103,SIRSA,HARYANA,05334
125104,SIRSA,HARYANA,05334
125106,FATEHABAD,HARYANA,01667
125110,SIRSA,HARYANA,05334
125111,FATEHABAD,HARYANA,01667
125112,FATEHABAD,HARYANA,01667
125112,HISAR,HARYANA,01662
125113,FATEHABAD,HARYANA,01667
125113,HISAR,HARYANA,01662
125120,FATEHABAD,HARYANA,01667
125121,HISAR,HARYANA,01662
125133,FATEHABAD,HARYANA,01667
125201,SIRSA,HARYANA,05334
126101,JIND,HARYANA,01681
126102,JIND,HARYANA,01681
126110,JIND,HARYANA,01681
126111,JIND,HARYANA,01681
126112,JIND,HARYANA,01681
126113,JIND,HARYANA,01681
126114,JIND,HARYANA,01681
126115,JIND,HARYANA,01681
126116,JIND,HARYANA,01681
126125,JIND,HARYANA,01681
126152,JIND,HARYANA,01681
127021,BHIWANI,HARYANA,01664
127022,CHARKI DADRI,HARYANA,01250
127025,CHARKI DADRI,HARYANA,01250
127026,CHARKI DADRI,HARYANA,01250
127027,BHIWANI,HARYANA,01664
127028,BHIWANI,HARYANA,01664
127029,BHIWANI,HARYANA,01664
127030,BHIWANI,HARYANA,01664
127031,BHIWANI,HARYANA,01664
127032,BHIWANI,HARYANA,01664
127035,BHIWANI,HARYANA,01664
127040,BHIWANI,HARYANA,01664
127041,BHIWANI,HARYANA,01664
127042,CHARKI DADRI,HARYANA,01250
127043,BHIWANI,HARYANA,01664
127045,BHIWANI,HARYANA,01664
127046,BHIWANI,HARYANA,01664
127111,BHIWANI,HARYANA,01664
127114,BHIWANI,HARYANA,01664
127201,BHIWANI,HARYANA,01664
127306,CHARKI DADRI,HARYANA,01250
127307,CHARKI DADRI,HARYANA,01250
127308,CHARKI DADRI,HARYANA,01250
127309,BHIWANI,HARYANA,01664
127310,CHARKI DADRI,HARYANA,01250
127311,BHIWANI,HARYANA,01664
127312,CHARKI DADRI,HARYANA,01250
131001,SONIPAT,HARYANA,0130
131021,SONIPAT,HARYANA,0130
131022,SONIPAT,HARYANA,0130
131023,SONIPAT,HARYANA,0130
131024,SONIPAT,HARYANA,0130
131027,SONIPAT,HARYANA,0130
131028,SONIPAT,HARYANA,0130
131029,SONIPAT,HARYANA,0130
131030,SONIPAT,HARYANA,0130
131039,SONIPAT,HARYANA,0130
131101,SONIPAT,HARYANA,0130
131102,SONIPAT,HARYANA,0130
131103,SONIPAT,HARYANA,0130
131301,SONIPAT,HARYANA,0130
131302,SONIPAT,HARYANA,0130
131304,SONIPAT,HARYANA,0130
131305,SONIPAT,HARYANA,0130
131306,SONIPAT,HARYANA,0130
131402,SONIPAT,HARYANA,0130
131403,SONIPAT,HARYANA,0130
131408,SONIPAT,HARYANA,0130
131409,SONIPAT,HARYANA,0130
132001,KARNAL,HARYANA,0184
132022,KARNAL,HARYANA,0184
132023,KARNAL,HARYANA,0184
132024,KARNAL,HARYANA,0184
132036,KARNAL,HARYANA,0184
132037,KARNAL,HARYANA,0184
132039,KARNAL,HARYANA,0184
132040,KARNAL,HARYANA,0184
132041,KARNAL,HARYANA,0184
132046,KARNAL,HARYANA,0184
132054,KARNAL,HARYANA,0184
132101,PANIPAT,HARYANA,0180
132102,PANIPAT,HARYANA,0180
132103,PANIPAT,HARYANA,0180
132104,PANIPAT,HARYANA,0180
132105,PANIPAT,HARYANA,0180
132106,PANIPAT,HARYANA,0180
132107,PANIPAT,HARYANA,0180
132108,PANIPAT,HARYANA,0180
132113,PANIPAT,HARYANA,0180
132114,KARNAL,HARYANA,0184
132115,PANIPAT,HARYANA,0180
132116,KARNAL,HARYANA,0184
132117,KARNAL,HARYANA,0184
132122,PANIPAT,HARYANA,0180
132140,PANIPAT,HARYANA,0180
132145,PANIPAT,HARYANA,0180
132157,KARNAL,HARYANA,0184
133001,AMBALA,HARYANA,0171
133004,AMBALA,HARYANA,0171
133005,AMBALA,HARYANA,0171
133006,AMBALA,HARYANA,0171
133008,AMBALA,HARYANA,0171
133010,AMBALA,HARYANA,0171
133101,AMBALA,HARYANA,0171
133102,AMBALA,HARYANA,0171
133103,YAMUNANAGAR,HARYANA,01732
133104,AMBALA,HARYANA,0171
133201,AMBALA,HARYANA,0171
133202,AMBALA,HARYANA,0171
133202,YAMUNANAGAR,HARYANA,01732
133203,AMBALA,HARYANA,0171
133204,YAMUNANAGAR,HARYANA,01732
133205,AMBALA,HARYANA,0171
133206,AMBALA,HARYANA,0171
133206,YAMUNANAGAR,HARYANA,01732
133207,AMBALA,HARYANA,0171
133301,PANCHKULA,HARYANA,0172
133302,PANCHKULA,HARYANA,0172
134003,AMBALA,HARYANA,0171
134005,AMBALA,HARYANA,0171
134007,AMBALA,HARYANA,0171
134008,AMBALA,HARYANA,0171
134101,PANCHKULA,HARYANA,0172
134102,PANCHKULA,HARYANA,0172
134103,PANCHKULA,HARYANA,0172
134104,PANCHKULA,HARYANA,0172
134105,PANCHKULA,HARYANA,0172
134107,PANCHKULA,HARYANA,0172
134108,PANCHKULA,HARYANA,0172
134109,PANCHKULA,HARYANA,0172
134112,PANCHKULA,HARYANA,0172
134113,PANCHKULA,HARYANA,0172
134114,PANCHKULA,HARYANA,0172
134116,PANCHKULA,HARYANA,0172
134117,PANCHKULA,HARYANA,0172
134118,AMBALA,HARYANA,0171
134118,PANCHKULA,HARYANA,0172
134201,AMBALA,HARYANA,0171
134201,PANCHKULA,HARYANA,0172
134202,AMBALA,HARYANA,0171
134203,AMBALA,HARYANA,0171
134204,PANCHKULA,HARYANA,0172
134205,PANCHKULA,HARYANA,0172
135001,YAMUNANAGAR,HARYANA,01732
135002,YAMUNANAGAR,HARYANA,01732
135003,YAMUNANAGAR,HARYANA,01732
135004,YAMUNANAGAR,HARYANA,01732
135021,YAMUNANAGAR,HARYANA,01732
135101,YAMUNANAGAR,HARYANA,01732
135102,YAMUNANAGAR,HARYANA,01732
135103,YAMUNANAGAR,HARYANA,01732
135106,YAMUNANAGAR,HARYANA,01732
135133,YAMUNANAGAR,HARYANA,01732
136020,KAITHAL,HARYANA,01746
136021,KAITHAL,HARYANA,01746
136026,KAITHAL,HARYANA,01746
136027,KAITHAL,HARYANA,01746
136030,KURUKSHETRA,HARYANA,01744
136033,KAITHAL,HARYANA,01746
136034,KAITHAL,HARYANA,01746
136035,KAITHAL,HARYANA,01746
136038,KURUKSHETRA,HARYANA,01744
136042,KAITHAL,HARYANA,01746
136043,KAITHAL,HARYANA,01746
136044,KAITHAL,HARYANA,01746
136117,KAITHAL,HARYANA,01746
136118,KURUKSHETRA,HARYANA,01744
136119,KURUKSHETRA,HARYANA,01744
136128,KURUKSHETRA,HARYANA,01744
136129,KURUKSHETRA,HARYANA,01744
136130,KURUKSHETRA,HARYANA,01744
136131,KURUKSHETRA,HARYANA,01744
136132,KURUKSHETRA,HARYANA,01744
136134,KURUKSHETRA,HARYANA,01744
136135,KURUKSHETRA,HARYANA,01744
136136,KURUKSHETRA,HARYANA,01744
136156,KURUKSHETRA,HARYANA,01744
140001,RUPNAGAR,PUNJAB,01881
140101,RUPNAGAR,PUNJAB,01881
140102,RUPNAGAR,PUNJAB,01881
140103,S.A.S Nagar,PUNJAB,0172
140108,RUPNAGAR,PUNJAB,01881
140109,S.A.S Nagar,PUNJAB,0172
140110,S.A.S Nagar,PUNJAB,0172
140111,RUPNAGAR,PUNJAB,01881
140112,RUPNAGAR,PUNJAB,01881
140113,RUPNAGAR,PUNJAB,01881
140114,RUPNAGAR,PUNJAB,01881
140115,RUPNAGAR,PUNJAB,01881
140116,RUPNAGAR,PUNJAB,01881
140117,RUPNAGAR,PUNJAB,01881
140118,RUPNAGAR,PUNJAB,01881
140119,RUPNAGAR,PUNJAB,01881
140123,RUPNAGAR,PUNJAB,01881
140124,RUPNAGAR,PUNJAB,01881
140125,RUPNAGAR,PUNJAB,01881
140126,RUPNAGAR,PUNJAB,01881
140127,RUPNAGAR,PUNJAB,01881
140128,RUPNAGAR,PUNJAB,01881
140133,RUPNAGAR,PUNJAB,01881
140201,S.A.S Nagar,PUNJAB,0172
140301,S.A.S Nagar,PUNJAB,0172
140306,S.A.S Nagar,PUNJAB,0172
140307,S.A.S Nagar,PUNJAB,0172
140308,S.A.S Nagar,PUNJAB,0172
140401,PATIALA,PUNJAB,0175
140402,FATEHGARH SAHIB,PUNJAB,01763
140402,PATIALA,PUNJAB,0175
140405,FATEHGARH SAHIB,PUNJAB,01763
140406,FATEHGARH SAHIB,PUNJAB,01763
140407,FATEHGARH SAHIB,PUNJAB,01763
140408,FATEHGARH SAHIB,PUNJAB,01763
140412,FATEHGARH SAHIB,PUNJAB,01763
140413,S.A.S Nagar,PUNJAB,0172
140417,PATIALA,PUNJAB,0175
140501,S.A.S Nagar,PUNJAB,0172
140506,S.A.S Nagar,PUNJAB,0172
140507,S.A.S Nagar,PUNJAB,0172
140601,PATIALA,PUNJAB,0175
140601,S.A.S Nagar,PUNJAB,0172
140602,FATEHGARH SAHIB,PUNJAB,01763
140602,PATIALA,PUNJAB,0175
140603,S.A.S Nagar,PUNJAB,0172
140604,S.A.S Nagar,PUNJAB,0172
140701,PATIALA,PUNJAB,0175
140702,PATIALA,PUNJAB,0175
140802,FATEHGARH SAHIB,PUNJAB,01763
140901,S.A.S Nagar,PUNJAB,0172
141001,LUDHIANA,PUNJAB,0161
141002,LUDHIANA,PUNJAB,0161
141003,LUDHIANA,PUNJAB,0161
141004,LUDHIANA,PUNJAB,0161
141006,LUDHIANA,PUNJAB,0161
141007,LUDHIANA,PUNJAB,0161
141008,LUDHIANA,PUNJAB,0161
141010,LUDHIANA,PUNJAB,0161
141011,LUDHIANA,PUNJAB,0161
141012,LUDHIANA,PUNJAB,0161
141013,LUDHIANA,PUNJAB,0161
141014,LUDHIANA,PUNJAB,0161
141015,LUDHIANA,PUNJAB,0161
141016,LUDHIANA,PUNJAB,0161
141017,LUDHIANA,PUNJAB,0161
141101,LUDHIANA,PUNJAB,0161
141102,LUDHIANA,PUNJAB,0161
141103,LUDHIANA,PUNJAB,0161
141104,LUDHIANA,PUNJAB,0161
141105,LUDHIANA,PUNJAB,0161
141106,LUDHIANA,PUNJAB,0161
141107,LUDHIANA,PUNJAB,0161
141108,LUDHIANA,PUNJAB,0161
141109,LUDHIANA,PUNJAB,0161
141110,LUDHIANA,PUNJAB,0161
141112,LUDHIANA,PUNJAB,0161
141113,LUDHIANA,PUNJAB,0161
141114,LUDHIANA,PUNJAB,0161
141115,LUDHIANA,PUNJAB,0161
141116,LUDHIANA,PUNJAB,0161
141117,LUDHIANA,PUNJAB,0161
141118,LUDHIANA,PUNJAB,0161
141119,LUDHIANA,PUNJAB,0161
141120,LUDHIANA,PUNJAB,0161
141121,LUDHIANA,PUNJAB,0161
141122,LUDHIANA,PUNJAB,0161
141123,LUDHIANA,PUNJAB,0161
141125,LUDHIANA,PUNJAB,0161
141126,LUDHIANA,PUNJAB,0161
141127,LUDHIANA,PUNJAB,0161
141201,LUDHIANA,PUNJAB,0161
141202,LUDHIANA,PUNJAB,0161
141203,LUDHIANA,PUNJAB,0161
141204,LUDHIANA,PUNJAB,0161
141205,LUDHIANA,PUNJAB,0161
141206,LUDHIANA,PUNJAB,0161
141401,LUDHIANA,PUNJAB,0161
141411,FATEHGARH SAHIB,PUNJAB,01763
141412,LUDHIANA,PUNJAB,0161
141413,LUDHIANA,PUNJAB,0161
141414,LUDHIANA,PUNJAB,0161
141415,LUDHIANA,PUNJAB,0161
141416,LUDHIANA,PUNJAB,0161
141417,LUDHIANA,PUNJAB,0161
141418,LUDHIANA,PUNJAB,0161
141419,LUDHIANA,PUNJAB,0161
141421,LUDHIANA,PUNJAB,0161
141422,LUDHIANA,PUNJAB,0161
141801,FATEHGARH SAHIB,PUNJAB,01763
142001,MOGA,PUNJAB,01636
142002,MOGA,PUNJAB,01636
142003,MOGA,PUNJAB,01636
142011,MOGA,PUNJAB,01636
142021,LUDHIANA,PUNJAB,0161
142022,LUDHIANA,PUNJAB,0161
142023,LUDHIANA,PUNJAB,0161
142024,LUDHIANA,PUNJAB,0161
142025,LUDHIANA,PUNJAB,0161
142026,LUDHIANA,PUNJAB,0161
142027,LUDHIANA,PUNJAB,0161
142028,LUDHIANA,PUNJAB,0161
142029,LUDHIANA,PUNJAB,0161
142030,LUDHIANA,PUNJAB,0161
142031,LUDHIANA,PUNJAB,0161
142032,LUDHIANA,PUNJAB,0161
142033,LUDHIANA,PUNJAB,0161
142034,LUDHIANA,PUNJAB,0161
142035,LUDHIANA,PUNJAB,0161
142036,LUDHIANA,PUNJAB,0161
142037,MOGA,PUNJAB,01636
142038,MOGA,PUNJAB,01636
142039,MOGA,PUNJAB,01636
142040,MOGA,PUNJAB,01636
142041,MOGA,PUNJAB,01636
142042,MOGA,PUNJAB,01636
142043,MOGA,PUNJAB,01636
142044,FIROZEPUR,PUNJAB,01632
142045,MOGA,PUNJAB,01636
142046,MOGA,PUNJAB,01636
142047,FIROZEPUR,PUNJAB,01632
142048,MOGA,PUNJAB,01636
142049,MOGA,PUNJAB,01636
142050,FIROZEPUR,PUNJAB,01632
142052,FIROZEPUR,PUNJAB,01632
142053,MOGA,PUNJAB,01636
142054,MOGA,PUNJAB,01636
142055,MOGA,PUNJAB,01636
142056,MOGA,PUNJAB,01636
142057,MOGA,PUNJAB,01636
142058,MOGA,PUNJAB,01636
142060,FIROZEPUR,PUNJAB,01632
143001,AMRITSAR,PUNJAB,0183
143002,AMRITSAR,PUNJAB,0183
143003,AMRITSAR,PUNJAB,0183
143004,AMRITSAR,PUNJAB,0183
143005,AMRITSAR,PUNJAB,0183
143006,AMRITSAR,PUNJAB,0183
143008,AMRITSAR,PUNJAB,0183
143009,AMRITSAR,PUNJAB,0183
143022,AMRITSAR,PUNJAB,0183
143101,AMRITSAR,PUNJAB,0183
143102,AMRITSAR,PUNJAB,0183
143103,AMRITSAR,PUNJAB,0183
143105,AMRITSAR,PUNJAB,0183
143107,AMRITSAR,PUNJAB,0183
143107,Tarn Taran,PUNJAB,01852
143108,AMRITSAR,PUNJAB,0183
143109,AMRITSAR,PUNJAB,0183
143111,AMRITSAR,PUNJAB,0183
143112,AMRITSAR,PUNJAB,0183
143113,AMRITSAR,PUNJAB,0183
143114,AMRITSAR,PUNJAB,0183
143115,AMRITSAR,PUNJAB,0183
143116,AMRITSAR,PUNJAB,0183
143117,Tarn Taran,PUNJAB,01852
143118,Tarn Taran,PUNJAB,01852
143119,AMRITSAR,PUNJAB,0183
143149,AMRITSAR,PUNJAB,0183
143201,AMRITSAR,PUNJAB,0183
143202,AMRITSAR,PUNJAB,0183
143203,AMRITSAR,PUNJAB,0183
143204,AMRITSAR,PUNJAB,0183
143205,AMRITSAR,PUNJAB,0183
143301,Tarn Taran,PUNJAB,01852
143302,Tarn Taran,PUNJAB,01852
143303,Tarn Taran,PUNJAB,01852
143304,Tarn Taran,PUNJAB,01852
143305,Tarn Taran,PUNJAB,01852
143401,Tarn Taran,PUNJAB,01852
143402,Tarn Taran,PUNJAB,01852
143406,Tarn Taran,PUNJAB,01852
143407,Tarn Taran,PUNJAB,01852
143408,Tarn Taran,PUNJAB,01852
143409,Tarn Taran,PUNJAB,01852
143410,Tarn Taran,PUNJAB,01852
143411,Tarn Taran,PUNJAB,01852
143412,Tarn Taran,PUNJAB,01852
143413,AMRITSAR,PUNJAB,0183
143414,Tarn Taran,PUNJAB,01852
143415,Tarn Taran,PUNJAB,01852
143416,Tarn Taran,PUNJAB,01852
143419,Tarn Taran,PUNJAB,01852
143422,Tarn Taran,PUNJAB,01852
143501,AMRITSAR,PUNJAB,0183
143502,AMRITSAR,PUNJAB,0183
143504,AMRITSAR,PUNJAB,0183
143505,GURDASPUR,PUNJAB,01874
143506,GURDASPUR,PUNJAB,01874
143507,GURDASPUR,PUNJAB,01874
143511,GURDASPUR,PUNJAB,01874
143512,GURDASPUR,PUNJAB,01874
143513,GURDASPUR,PUNJAB,01874
143514,GURDASPUR,PUNJAB,01874
143515,GURDASPUR,PUNJAB,01874
143516,GURDASPUR,PUNJAB,01874
143517,GURDASPUR,PUNJAB,01874
143518,GURDASPUR,PUNJAB,01874
143519,GURDASPUR,PUNJAB,01874
143520,GURDASPUR,PUNJAB,01874
143521,GURDASPUR,PUNJAB,01874
143525,GURDASPUR,PUNJAB,01874
143525,PATHANKOT,PUNJAB,0186
143526,GURDASPUR,PUNJAB,01874
143527,GURDASPUR,PUNJAB,01874
143528,GURDASPUR,PUNJAB,01874
143529,GURDASPUR,PUNJAB,01874
143530,GURDASPUR,PUNJAB,01874
143531,GURDASPUR,PUNJAB,01874
143531,PATHANKOT,PUNJAB,0186
143532,GURDASPUR,PUNJAB,01874
143533,GURDASPUR,PUNJAB,01874
143533,PATHANKOT,PUNJAB,0186
143534,PATHANKOT,PUNJAB,0186
143601,AMRITSAR,PUNJAB,0183
143602,GURDASPUR,PUNJAB,01874
143603,AMRITSAR,PUNJAB,0183
143604,GURDASPUR,PUNJAB,01874
143605,GURDASPUR,PUNJAB,01874
143606,AMRITSAR,PUNJAB,0183
144001,JALANDHAR,PUNJAB,0181
144002,JALANDHAR,PUNJAB,0181
144003,JALANDHAR,PUNJAB,0181
144004,JALANDHAR,PUNJAB,0181
144005,JALANDHAR,PUNJAB,0181
144006,JALANDHAR,PUNJAB,0181
144007,JALANDHAR,PUNJAB,0181
144008,JALANDHAR,PUNJAB,0181
144009,JALANDHAR,PUNJAB,0181
144010,JALANDHAR,PUNJAB,0181
144011,JALANDHAR,PUNJAB,0181
144012,JALANDHAR,PUNJAB,0181
144020,JALANDHAR,PUNJAB,0181
144021,JALANDHAR,PUNJAB,0181
144022,JALANDHAR,PUNJAB,0181
144023,JALANDHAR,PUNJAB,0181
144024,JALANDHAR,PUNJAB,0181
144025,JALANDHAR,PUNJAB,0181
144026,JALANDHAR,PUNJAB,0181
144027,JALANDHAR,PUNJAB,0181
144028,JALANDHAR,PUNJAB,0181
144029,JALANDHAR,PUNJAB,0181
